Log_ID,User_ID,Log_Date,Activity_Type,Duration_Minutes,Calories_Burned,Steps_Count,Avg_Heart_Rate_BPM,Sleep_Hours,Water_Intake_Liters,Mood_Rating
LOG-503392,USR-2173,2024-10-03,Gym Workout,78,852,17741,88,7.4,1.5,3
LOG-500898,USR-2225,2024-10-03,Running,98,401,12627,119,5.1,1.3,2
LOG-502650,USR-2226,2024-10-03,HIIT,53,843,1599,89,7.5,0.5,1
LOG-500186,USR-2199,2024-10-03,HIIT,71,690,2163,78,4.4,2.7,5
LOG-501549,USR-2152,2024-10-03,Gym Workout,33,260,16726,127,8.1,1.4,1
LOG-501200,USR-2224,2024-10-04,Swimming,100,666,10706,140,7.7,2.4,5
LOG-502691,USR-2267,2024-10-04,Cycling,78,365,5182,130,4.4,1.7,1
LOG-500312,USR-2079,2024-10-04,HIIT,31,391,3780,108,7.6,1.1,4
LOG-502071,USR-2030,2024-10-04,Running,49,899,8695,93,8.3,2.6,4
LOG-502079,USR-2133,2024-10-04,Walking,116,709,3250,73,5.6,3.6,3
LOG-502351,USR-2275,2024-10-04,Cycling,27,298,5463,124,6.3,2.3,2
LOG-502407,USR-2159,2024-10-04,Cycling,36,180,4399,165,7.6,0.7,1
LOG-500313,USR-2000,2024-10-04,Running,50,54,3577,160,4.3,1.9,2
LOG-501030,USR-2276,2024-10-05,Yoga,115,803,4969,152,6.0,3.3,2
LOG-503111,USR-2291,2024-10-05,Running,109,574,12665,158,8.5,2.3,3
LOG-501527,USR-2148,2024-10-05,Cycling,48,123,6178,75,8.4,2.3,4
LOG-502832,USR-2277,2024-10-05,Running,82,683,16673,166,8.8,3.4,2
LOG-501639,USR-2147,2024-10-05,Walking,117,739,19160,112,5.1,2.1,4
LOG-500181,USR-2195,2024-10-05,Gym Workout,88,834,15671,114,7.4,3.9,1
LOG-501256,USR-2064,2024-10-05,Yoga,32,409,2299,126,5.3,3.3,5
LOG-500709,USR-2261,2024-10-05,Swimming,88,266,19689,102,6.1,0.6,5
LOG-500647,USR-2021,2024-10-05,HIIT,69,256,8132,121,6.3,2.7,5
LOG-500478,USR-2184,2024-10-05,Yoga,57,850,13804,128,4.1,3.3,1
LOG-500246,USR-2155,2024-10-05,Cycling,50,629,11364,85,4.5,0.6,2
LOG-503317,USR-2142,2024-10-05,Gym Workout,36,428,8487,134,8.4,0.6,1
LOG-502636,USR-2072,2024-10-05,Gym Workout,99,806,6665,171,8.2,1.8,1
LOG-500243,USR-2266,2024-10-06,Yoga,14,849,8719,92,4.7,3.0,5
LOG-503327,USR-2129,2024-10-06,Yoga,23,575,12222,123,7.6,2.4,5
LOG-502823,USR-2154,2024-10-06,HIIT,91,330,5878,118,5.2,3.8,3
LOG-502310,USR-2090,2024-10-06,Yoga,89,427,18944,158,5.6,2.2,5
LOG-501152,USR-2102,2024-10-06,Yoga,118,378,9452,90,7.9,1.7,2
LOG-502856,USR-2016,2024-10-06,Cycling,12,713,11588,107,5.3,3.2,4
LOG-500634,USR-2024,2024-10-06,Swimming,61,278,14168,173,7.5,1.7,2
LOG-500408,USR-2235,2024-10-06,Yoga,12,548,1080,175,4.5,2.7,3
LOG-502374,USR-2199,2024-10-06,Yoga,85,895,18313,98,6.7,2.2,1
LOG-500724,USR-2083,2024-10-07,Cycling,14,456,4806,84,6.7,2.2,4
LOG-503228,USR-2138,2024-10-07,Yoga,80,131,19467,152,6.1,3.8,4
LOG-502721,USR-2089,2024-10-07,HIIT,18,286,3317,82,7.5,2.7,2
LOG-503235,USR-2263,2024-10-07,Gym Workout,51,246,737,71,6.0,3.5,5
LOG-502718,USR-2001,2024-10-07,Yoga,86,692,16814,107,6.9,0.8,3
LOG-503089,USR-2257,2024-10-07,Yoga,62,439,2507,148,6.0,2.7,3
LOG-503080,USR-2126,2024-10-07,Walking,69,702,12354,95,8.7,3.9,2
LOG-500410,USR-2033,2024-10-07,Gym Workout,64,130,10876,136,6.0,3.3,5
LOG-500675,USR-2099,2024-10-08,Swimming,60,423,14111,120,4.4,0.6,2
LOG-502833,USR-2013,2024-10-08,Walking,60,513,7294,125,7.0,1.7,3
LOG-501991,USR-2118,2024-10-08,Gym Workout,86,675,17069,87,7.7,1.2,5
LOG-501912,USR-2243,2024-10-08,Swimming,117,397,6770,154,8.4,1.9,3
LOG-501788,USR-2199,2024-10-08,Gym Workout,100,260,7670,139,6.9,0.6,1
LOG-500881,USR-2012,2024-10-08,Yoga,38,281,11875,170,8.0,1.0,4
LOG-501325,USR-2242,2024-10-08,Running,102,112,7356,115,4.4,1.8,2
LOG-503186,USR-2276,2024-10-08,Yoga,20,694,5714,160,4.7,0.7,2
LOG-500501,USR-2172,2024-10-09,Running,63,340,17136,115,8.2,1.8,3
LOG-502384,USR-2037,2024-10-09,Running,81,829,2852,120,4.5,2.5,2
LOG-503412,USR-2213,2024-10-09,HIIT,55,559,6895,88,5.7,1.8,1
LOG-502189,USR-2039,2024-10-09,Swimming,20,443,6423,130,5.1,1.0,1
LOG-501597,USR-2064,2024-10-09,Walking,51,393,2860,141,5.6,2.4,3
LOG-502278,USR-2224,2024-10-10,Running,87,841,2146,144,4.8,2.3,1
LOG-501873,USR-2102,2024-10-10,Running,67,497,19614,174,5.7,4.0,2
LOG-500540,USR-2250,2024-10-10,HIIT,111,807,19201,99,5.5,2.4,3
LOG-503171,USR-2169,2024-10-10,Yoga,43,200,16396,111,8.1,2.2,3
LOG-503144,USR-2011,2024-10-10,HIIT,52,411,14747,116,5.5,2.0,3
LOG-502555,USR-2223,2024-10-10,Walking,70,339,9168,147,4.6,0.8,5
LOG-501537,USR-2137,2024-10-10,Gym Workout,11,146,10755,160,8.7,3.1,2
LOG-501932,USR-2169,2024-10-10,Walking,78,347,8656,143,4.5,3.3,2
LOG-500192,USR-2162,2024-10-10,Gym Workout,108,208,19710,110,4.7,0.6,2
LOG-503380,USR-2164,2024-10-11,Cycling,82,184,1558,104,8.9,2.0,1
LOG-500384,USR-2070,2024-10-11,Swimming,47,107,10626,145,5.3,1.0,1
LOG-503212,USR-2053,2024-10-11,Running,28,200,9245,75,6.1,2.7,5
LOG-503031,USR-2000,2024-10-11,Cycling,21,609,5889,89,8.8,2.9,4
LOG-502993,USR-2071,2024-10-11,Yoga,113,330,5370,146,6.2,1.3,1
LOG-502526,USR-2173,2024-10-11,Running,20,739,2215,82,9.0,4.0,3
LOG-500904,USR-2110,2024-10-11,Swimming,56,470,5288,70,5.6,3.3,5
LOG-501513,USR-2107,2024-10-11,Gym Workout,85,267,8341,153,4.8,3.4,5
LOG-502265,USR-2207,2024-10-11,HIIT,77,292,13113,140,7.4,2.6,3
LOG-502375,USR-2234,2024-10-12,HIIT,22,366,15398,150,4.2,3.5,4
LOG-503205,USR-2168,2024-10-12,Gym Workout,11,755,18226,171,6.1,0.9,1
LOG-503364,USR-2207,2024-10-12,Swimming,96,523,10127,174,6.4,3.0,3
LOG-500472,USR-2005,2024-10-12,Walking,36,474,10409,105,5.6,2.3,5
LOG-500680,USR-2183,2024-10-12,Gym Workout,78,326,19431,160,6.0,0.8,2
LOG-503113,USR-2201,2024-10-12,Running,16,60,17562,115,4.9,1.9,1
LOG-500353,USR-2241,2024-10-12,HIIT,23,217,16464,125,4.5,2.4,2
LOG-500819,USR-2140,2024-10-12,HIIT,83,594,4237,177,6.5,2.4,1
LOG-502680,USR-2214,2024-10-12,HIIT,58,360,7065,127,8.4,2.5,4
LOG-502420,USR-2035,2024-10-13,Cycling,85,505,8640,99,7.2,1.6,2
LOG-503188,USR-2091,2024-10-13,Yoga,107,861,16351,143,6.0,3.9,1
LOG-501338,USR-2242,2024-10-13,Cycling,58,208,11160,159,8.8,1.7,5
LOG-500022,USR-2017,2024-10-13,Swimming,94,340,19378,119,9.0,3.0,2
LOG-502002,USR-2164,2024-10-13,Cycling,66,660,7345,159,4.6,1.9,5
LOG-502472,USR-2028,2024-10-13,Gym Workout,31,622,3835,94,7.6,3.5,3
LOG-502667,USR-2158,2024-10-13,Running,56,701,18407,93,6.9,2.1,2
LOG-502971,USR-2158,2024-10-13,Walking,38,313,12304,103,5.8,2.6,5
LOG-500469,USR-2171,2024-10-13,Walking,42,150,14345,120,4.7,2.7,3
LOG-502334,USR-2116,2024-10-13,Running,77,499,18875,87,7.1,1.5,1
LOG-500495,USR-2099,2024-10-13,HIIT,83,347,9670,131,6.7,0.9,2
LOG-503045,USR-2067,2024-10-13,HIIT,109,605,16816,143,7.7,1.2,2
LOG-502490,USR-2234,2024-10-13,Walking,29,579,19932,150,7.5,3.4,2
LOG-501790,USR-2150,2024-10-13,Walking,46,149,8839,87,7.6,3.2,2
LOG-501824,USR-2097,2024-10-13,HIIT,113,686,5630,179,5.0,2.0,3
LOG-501225,USR-2130,2024-10-14,HIIT,79,340,3346,141,6.2,3.3,3
LOG-503240,USR-2076,2024-10-14,Cycling,89,645,19773,159,7.1,3.0,4
LOG-502083,USR-2147,2024-10-14,HIIT,11,583,7848,95,4.1,2.6,1
LOG-502193,USR-2252,2024-10-14,Yoga,25,448,9241,168,7.7,1.2,3
LOG-500915,USR-2075,2024-10-14,Yoga,67,858,3315,102,6.2,1.9,5
LOG-502676,USR-2143,2024-10-14,Cycling,111,711,14707,137,5.0,3.9,1
LOG-500175,USR-2032,2024-10-14,HIIT,72,109,2097,106,7.2,1.5,2
LOG-500731,USR-2084,2024-10-14,HIIT,20,110,8472,157,8.1,3.4,3
LOG-502432,USR-2066,2024-10-15,Walking,84,60,9306,169,7.3,3.8,2
LOG-502539,USR-2285,2024-10-15,HIIT,30,570,19893,82,7.4,1.8,1
LOG-502671,USR-2107,2024-10-15,Running,62,880,8126,120,8.3,2.9,5
LOG-502081,USR-2066,2024-10-15,Gym Workout,15,675,13375,174,8.9,1.7,5
LOG-500028,USR-2290,2024-10-15,Running,44,732,11867,128,6.1,3.8,2
LOG-501056,USR-2223,2024-10-15,HIIT,90,775,7184,96,4.6,1.4,2
LOG-501065,USR-2226,2024-10-15,Yoga,19,443,11922,155,5.0,3.5,3
LOG-503141,USR-2295,2024-10-15,Cycling,58,826,5024,128,7.2,2.9,2
LOG-502304,USR-2262,2024-10-15,Swimming,91,120,19105,91,6.1,2.1,1
LOG-501713,USR-2033,2024-10-15,Gym Workout,58,780,1838,178,7.5,3.9,5
LOG-502545,USR-2240,2024-10-16,Walking,13,303,18924,177,8.9,3.7,5
LOG-503439,USR-2147,2024-10-16,Yoga,43,725,10870,93,8.6,1.3,1
LOG-500139,USR-2065,2024-10-16,Walking,42,297,17326,143,6.6,2.9,1
LOG-502464,USR-2295,2024-10-16,Running,72,275,14406,142,7.1,2.9,3
LOG-501329,USR-2016,2024-10-16,Yoga,66,666,11241,110,8.8,1.2,5
LOG-503088,USR-2138,2024-10-16,Running,59,596,17783,163,6.8,3.3,4
LOG-503241,USR-2061,2024-10-16,Cycling,101,65,6045,123,6.7,1.9,3
LOG-502777,USR-2127,2024-10-16,Swimming,24,444,15104,141,8.1,2.6,3
LOG-500382,USR-2104,2024-10-16,Yoga,45,543,15375,152,8.5,3.1,3
LOG-502514,USR-2103,2024-10-17,Cycling,107,863,6382,140,6.6,3.5,1
LOG-501803,USR-2067,2024-10-17,HIIT,55,673,16734,140,7.0,3.4,2
LOG-502459,USR-2052,2024-10-17,Walking,89,435,4971,172,8.8,1.6,1
LOG-502448,USR-2188,2024-10-17,Cycling,80,91,16684,88,8.6,1.0,3
LOG-501659,USR-2008,2024-10-17,Swimming,116,739,3605,162,7.5,2.8,4
LOG-503181,USR-2187,2024-10-17,Yoga,117,864,10457,149,5.2,3.4,5
LOG-502475,USR-2217,2024-10-17,Gym Workout,92,889,6164,151,5.1,3.7,2
LOG-500178,USR-2065,2024-10-17,Swimming,100,766,544,174,7.5,1.1,3
LOG-501692,USR-2252,2024-10-17,Swimming,51,364,9098,87,8.4,2.3,3
LOG-501171,USR-2157,2024-10-17,Cycling,26,360,9525,162,5.8,0.9,4
LOG-501206,USR-2114,2024-10-17,Gym Workout,66,209,19604,179,6.1,2.2,2
LOG-502066,USR-2274,2024-10-18,Yoga,87,836,13012,81,8.3,1.0,2
LOG-503170,USR-2132,2024-10-18,Yoga,48,785,10121,125,6.3,1.4,4
LOG-500123,USR-2088,2024-10-18,Walking,11,186,11430,75,8.9,1.7,1
LOG-501844,USR-2031,2024-10-18,Walking,108,293,12502,114,6.0,2.4,1
LOG-501133,USR-2128,2024-10-18,Cycling,66,525,16583,144,8.8,0.5,2
LOG-501689,USR-2201,2024-10-18,Yoga,50,389,4075,156,8.1,0.5,1
LOG-500138,USR-2216,2024-10-18,Cycling,77,398,17568,88,7.6,3.9,1
LOG-502244,USR-2234,2024-10-18,Gym Workout,41,577,6780,168,6.4,1.0,1
LOG-503499,USR-2207,2024-10-19,Yoga,99,409,17085,104,8.2,2.3,3
LOG-500118,USR-2187,2024-10-19,Yoga,107,702,1441,73,7.5,1.4,1
LOG-500113,USR-2285,2024-10-19,Gym Workout,68,808,11929,111,7.1,0.9,4
LOG-500844,USR-2033,2024-10-19,HIIT,89,543,18923,110,6.9,2.0,2
LOG-502129,USR-2059,2024-10-19,Yoga,112,635,13859,162,8.4,3.2,5
LOG-501201,USR-2233,2024-10-19,Running,41,419,16373,93,7.9,1.4,2
LOG-501815,USR-2118,2024-10-19,Yoga,112,253,16758,74,6.9,1.2,4
LOG-500775,USR-2190,2024-10-19,Swimming,22,264,18840,121,8.1,4.0,1
LOG-502394,USR-2027,2024-10-19,Cycling,96,137,17420,132,7.8,0.5,1
LOG-502468,USR-2231,2024-10-20,HIIT,75,531,15899,105,5.4,3.2,5
LOG-500945,USR-2121,2024-10-20,Walking,13,155,10325,73,8.2,1.1,1
LOG-503079,USR-2218,2024-10-20,Yoga,14,870,18072,132,5.3,3.2,3
LOG-500519,USR-2031,2024-10-20,HIIT,29,90,9720,164,7.5,2.5,1
LOG-500400,USR-2186,2024-10-20,Gym Workout,115,354,13504,133,8.7,1.8,2
LOG-500019,USR-2264,2024-10-20,Cycling,115,485,17617,97,8.7,3.1,3
LOG-502130,USR-2145,2024-10-20,Gym Workout,60,891,12688,173,5.8,2.6,5
LOG-502275,USR-2034,2024-10-20,HIIT,60,406,10516,111,5.5,1.1,5
LOG-501626,USR-2193,2024-10-21,Running,21,144,15516,158,4.0,0.6,5
LOG-501434,USR-2041,2024-10-21,Walking,93,200,17015,143,7.0,1.4,3
LOG-502610,USR-2259,2024-10-21,Running,14,710,9785,102,4.6,2.0,4
LOG-503130,USR-2116,2024-10-21,Cycling,86,346,14435,156,8.0,3.2,4
LOG-502106,USR-2212,2024-10-21,Yoga,20,615,11946,156,5.1,3.4,4
LOG-500694,USR-2075,2024-10-21,Walking,113,314,11513,125,8.7,2.4,4
LOG-501863,USR-2232,2024-10-21,HIIT,26,51,4703,102,7.6,0.7,1
LOG-502785,USR-2226,2024-10-21,Walking,98,158,1798,153,4.0,2.2,1
LOG-500762,USR-2105,2024-10-21,Yoga,21,679,7654,102,4.5,1.9,2
LOG-500269,USR-2058,2024-10-21,Gym Workout,101,599,13472,70,4.1,2.8,5
LOG-502188,USR-2149,2024-10-22,HIIT,45,250,15072,87,4.9,0.7,2
LOG-501766,USR-2019,2024-10-22,Gym Workout,115,796,3049,128,4.3,1.1,5
LOG-500156,USR-2192,2024-10-22,Walking,64,280,6046,135,7.8,1.9,3
LOG-502871,USR-2039,2024-10-22,Yoga,18,414,18064,78,7.0,3.0,1
LOG-502561,USR-2166,2024-10-22,Cycling,106,642,1649,81,6.1,0.9,4
LOG-500533,USR-2220,2024-10-22,Gym Workout,53,304,3569,97,8.4,0.7,2
LOG-501302,USR-2158,2024-10-22,Yoga,67,59,15362,80,8.6,2.0,5
LOG-500830,USR-2225,2024-10-22,Running,92,218,17566,125,7.8,3.9,2
LOG-501457,USR-2073,2024-10-22,Running,65,608,18038,155,4.7,2.2,1
LOG-503313,USR-2214,2024-10-22,Gym Workout,34,760,16265,166,8.7,0.9,4
LOG-502895,USR-2126,2024-10-22,Yoga,101,832,13667,86,6.1,3.0,4
LOG-502450,USR-2002,2024-10-22,Yoga,88,648,15127,71,8.7,1.1,1
LOG-500040,USR-2284,2024-10-22,Swimming,25,207,10659,172,5.7,2.0,4
LOG-503354,USR-2211,2024-10-22,Walking,54,728,5819,80,7.3,2.1,2
LOG-501339,USR-2176,2024-10-22,Gym Workout,14,853,6092,169,7.9,3.0,4
LOG-501397,USR-2056,2024-10-22,Gym Workout,71,488,9246,135,6.1,3.1,1
LOG-500995,USR-2202,2024-10-23,Running,37,352,7514,72,5.6,3.0,2
LOG-500575,USR-2014,2024-10-23,Running,79,616,3452,125,7.6,1.5,3
LOG-502743,USR-2147,2024-10-23,Swimming,40,133,7214,128,7.5,2.8,5
LOG-501359,USR-2204,2024-10-23,Yoga,67,514,14853,92,7.5,3.2,2
LOG-501952,USR-2155,2024-10-23,HIIT,71,102,8675,87,7.0,1.9,1
LOG-500343,USR-2183,2024-10-23,HIIT,61,121,1662,106,7.5,1.3,5
LOG-501748,USR-2008,2024-10-23,Walking,56,465,12031,84,8.8,0.5,1
LOG-501774,USR-2208,2024-10-23,HIIT,78,125,19876,128,5.9,2.8,3
LOG-500646,USR-2240,2024-10-23,Running,115,254,9181,152,6.8,2.7,3
LOG-500862,USR-2113,2024-10-23,Cycling,53,629,16459,150,4.4,3.2,4
LOG-502462,USR-2189,2024-10-23,Walking,76,853,10829,173,5.4,1.2,4
LOG-503202,USR-2090,2024-10-23,Cycling,95,774,7246,79,6.7,1.8,4
LOG-502779,USR-2251,2024-10-23,Yoga,15,139,8742,72,8.9,0.8,5
LOG-502165,USR-2104,2024-10-24,Running,114,720,11241,120,7.1,1.8,1
LOG-500473,USR-2198,2024-10-24,Swimming,92,200,10594,155,5.6,2.4,1
LOG-501414,USR-2263,2024-10-24,Walking,75,696,8069,120,4.9,2.3,5
LOG-502928,USR-2138,2024-10-24,Yoga,22,323,13758,109,4.9,1.6,2
LOG-502819,USR-2271,2024-10-24,Gym Workout,94,198,3973,134,7.1,1.3,5
LOG-502889,USR-2041,2024-10-24,Gym Workout,116,824,16461,142,4.1,3.4,1
LOG-503140,USR-2139,2024-10-24,Running,111,78,10109,79,7.3,1.8,5
LOG-502615,USR-2174,2024-10-24,Cycling,64,725,4890,130,7.2,1.0,2
LOG-503420,USR-2099,2024-10-24,Running,47,278,8360,124,4.1,3.2,2
LOG-502915,USR-2214,2024-10-24,Yoga,55,441,4468,169,5.7,0.7,5
LOG-502887,USR-2081,2024-10-24,Cycling,21,690,2880,127,8.8,1.4,4
LOG-503413,USR-2062,2024-10-25,Walking,104,392,9774,112,7.6,3.6,1
LOG-500427,USR-2237,2024-10-25,Gym Workout,89,374,12694,120,6.2,1.3,5
LOG-502307,USR-2263,2024-10-25,Walking,55,683,9878,75,7.2,2.0,2
LOG-501876,USR-2270,2024-10-25,Running,41,334,3844,157,4.1,1.8,4
LOG-500202,USR-2211,2024-10-25,Yoga,38,336,3620,103,4.0,3.8,4
LOG-502238,USR-2282,2024-10-25,Running,37,339,13358,72,7.4,1.2,5
LOG-501438,USR-2259,2024-10-25,Running,67,640,5030,127,4.3,2.1,4
LOG-503075,USR-2000,2024-10-25,Cycling,65,128,14735,92,5.3,3.2,2
LOG-500024,USR-2151,2024-10-25,Gym Workout,110,548,1654,88,5.6,4.0,1
LOG-500081,USR-2118,2024-10-25,Walking,53,878,19366,150,8.8,3.5,4
LOG-501486,USR-2092,2024-10-25,Walking,21,858,17695,80,4.4,2.4,4
LOG-502696,USR-2095,2024-10-25,Cycling,26,297,5407,145,6.7,3.7,1
LOG-500092,USR-2116,2024-10-25,Swimming,77,531,2842,71,5.6,3.1,1
LOG-500864,USR-2088,2024-10-25,Running,22,797,14784,176,4.8,3.8,3
LOG-501933,USR-2151,2024-10-26,Gym Workout,107,473,12326,133,5.7,2.8,2
LOG-501985,USR-2239,2024-10-26,Walking,39,436,5505,99,4.8,2.3,4
LOG-501390,USR-2168,2024-10-26,Gym Workout,36,275,9622,152,8.6,3.4,4
LOG-501095,USR-2014,2024-10-26,Gym Workout,24,561,14704,156,7.3,3.3,1
LOG-500255,USR-2087,2024-10-26,Gym Workout,74,805,10698,137,6.5,2.8,1
LOG-502790,USR-2274,2024-10-26,Running,53,122,1607,137,4.7,2.3,2
LOG-502904,USR-2236,2024-10-26,Running,80,321,8244,71,7.3,2.3,1
LOG-500286,USR-2010,2024-10-26,Running,29,778,15131,149,7.4,2.2,5
LOG-500739,USR-2266,2024-10-27,Yoga,58,125,12018,149,9.0,2.8,4
LOG-502749,USR-2161,2024-10-27,Swimming,69,186,17619,108,5.0,2.9,3
LOG-501393,USR-2157,2024-10-27,HIIT,86,127,12720,128,5.3,3.9,1
LOG-500725,USR-2073,2024-10-27,Yoga,24,378,18501,144,7.8,1.2,5
LOG-502991,USR-2017,2024-10-27,HIIT,14,441,19159,101,5.0,2.8,2
LOG-501432,USR-2233,2024-10-27,Swimming,64,146,851,134,4.8,3.3,3
LOG-503092,USR-2062,2024-10-27,HIIT,68,184,6419,163,9.0,0.7,2
LOG-502344,USR-2101,2024-10-28,Yoga,18,610,3866,160,8.2,3.6,4
LOG-501413,USR-2168,2024-10-28,Cycling,20,842,19058,110,7.7,3.8,1
LOG-502437,USR-2297,2024-10-28,HIIT,53,191,14809,167,6.6,1.0,1
LOG-502604,USR-2054,2024-10-28,HIIT,70,726,7415,141,4.9,2.7,3
LOG-502311,USR-2258,2024-10-28,Swimming,40,544,3873,87,5.7,3.7,5
LOG-503199,USR-2131,2024-10-28,Cycling,59,839,8122,103,7.8,3.7,1
LOG-501529,USR-2106,2024-10-28,Cycling,112,586,7101,84,5.4,3.3,5
LOG-502087,USR-2249,2024-10-28,Cycling,70,251,7534,151,8.4,1.3,3
LOG-503112,USR-2298,2024-10-28,Swimming,94,201,8560,104,7.7,3.6,1
LOG-500526,USR-2137,2024-10-28,Cycling,16,486,16601,161,7.0,1.6,2
LOG-503098,USR-2282,2024-10-28,Yoga,106,180,923,101,7.0,1.2,1
LOG-501052,USR-2212,2024-10-29,Walking,68,287,13508,108,5.1,3.1,2
LOG-502049,USR-2135,2024-10-29,Running,84,146,5275,80,7.3,1.2,3
LOG-501505,USR-2097,2024-10-29,Walking,84,540,10475,78,8.4,1.0,2
LOG-501963,USR-2202,2024-10-29,Swimming,117,344,18387,178,6.5,3.5,5
LOG-500776,USR-2281,2024-10-29,Swimming,49,643,17846,116,8.6,0.6,1
LOG-500769,USR-2285,2024-10-29,Gym Workout,45,402,10860,127,8.4,2.9,1
LOG-503296,USR-2247,2024-10-29,Swimming,83,155,8682,148,8.3,1.5,2
LOG-502662,USR-2255,2024-10-29,Running,39,185,12698,155,6.6,3.3,2
LOG-502699,USR-2071,2024-10-29,Cycling,54,339,13580,94,6.3,3.4,2
LOG-502578,USR-2175,2024-10-29,Walking,49,102,18770,113,8.9,1.2,2
LOG-502225,USR-2209,2024-10-30,Walking,33,154,7763,143,4.2,0.6,2
LOG-503316,USR-2223,2024-10-30,Walking,50,525,2525,95,8.1,0.6,5
LOG-500749,USR-2083,2024-10-30,Cycling,31,262,12504,87,5.4,3.6,2
LOG-500736,USR-2206,2024-10-30,HIIT,78,625,14374,124,6.9,3.1,5
LOG-502116,USR-2150,2024-10-30,HIIT,108,323,5146,172,7.7,3.6,4
LOG-500031,USR-2152,2024-10-30,Cycling,54,379,4685,115,5.5,1.0,4
LOG-502403,USR-2201,2024-10-30,Walking,39,455,7470,179,5.6,2.8,1
LOG-503053,USR-2262,2024-10-30,Gym Workout,60,665,9840,100,5.0,2.5,1
LOG-500656,USR-2012,2024-10-30,Cycling,57,65,7391,98,6.6,1.6,4
LOG-501611,USR-2104,2024-10-30,Swimming,22,290,17273,136,6.1,1.1,2
LOG-501921,USR-2156,2024-10-30,Swimming,41,267,5988,167,7.9,3.6,4
LOG-501907,USR-2263,2024-10-30,Running,13,739,1295,86,8.6,3.2,5
LOG-500485,USR-2046,2024-10-30,Running,54,58,9984,94,6.5,2.8,5
LOG-501870,USR-2218,2024-10-30,Swimming,71,131,5188,166,6.3,3.0,2
LOG-501417,USR-2021,2024-10-30,Swimming,21,398,2355,178,7.1,2.8,5
LOG-503174,USR-2025,2024-10-31,Gym Workout,45,704,5929,98,5.6,2.5,5
LOG-502492,USR-2007,2024-10-31,Cycling,37,620,2977,81,7.7,0.6,5
LOG-500418,USR-2016,2024-10-31,Gym Workout,19,496,8631,156,4.6,1.2,2
LOG-502175,USR-2216,2024-10-31,Running,87,585,17744,127,5.3,3.2,2
LOG-500785,USR-2165,2024-10-31,HIIT,61,873,3818,78,5.1,2.5,2
LOG-502232,USR-2161,2024-10-31,Running,117,888,14982,136,6.8,2.4,2
LOG-501403,USR-2118,2024-10-31,Walking,45,483,12770,122,7.0,3.8,5
LOG-502505,USR-2007,2024-10-31,Yoga,90,167,6769,154,4.8,3.2,3
LOG-501040,USR-2201,2024-10-31,Gym Workout,107,177,9154,117,7.4,2.4,1
LOG-502381,USR-2121,2024-10-31,Cycling,88,679,6814,121,6.9,3.6,3
LOG-502267,USR-2206,2024-10-31,HIIT,89,685,4775,115,7.0,1.0,3
LOG-500936,USR-2239,2024-11-01,Running,94,332,17151,118,7.0,1.4,2
LOG-501517,USR-2158,2024-11-01,HIIT,85,774,16998,106,4.6,2.7,1
LOG-501545,USR-2075,2024-11-01,Cycling,12,292,18063,99,4.9,3.0,3
LOG-500361,USR-2287,2024-11-01,Cycling,54,82,7752,135,6.6,2.6,3
LOG-501580,USR-2222,2024-11-01,Yoga,30,57,8813,151,8.5,2.3,5
LOG-501250,USR-2267,2024-11-01,Swimming,32,479,12981,125,8.0,3.3,5
LOG-501632,USR-2055,2024-11-01,Swimming,62,238,7843,156,5.7,2.3,5
LOG-500315,USR-2070,2024-11-01,Cycling,15,844,5445,126,8.0,3.5,2
LOG-500515,USR-2079,2024-11-01,HIIT,95,725,15161,117,7.2,0.6,1
LOG-502418,USR-2279,2024-11-01,Yoga,41,299,9631,89,7.7,3.9,5
LOG-503330,USR-2199,2024-11-01,Yoga,103,195,13308,164,4.4,2.6,2
LOG-503454,USR-2293,2024-11-01,Gym Workout,29,541,14062,99,8.8,1.3,4
LOG-503329,USR-2010,2024-11-01,Walking,19,390,19384,179,4.2,2.7,2
LOG-501848,USR-2184,2024-11-01,Running,53,816,13483,179,6.3,2.3,5
LOG-502211,USR-2153,2024-11-01,Gym Workout,48,311,3280,127,5.2,2.5,1
LOG-503416,USR-2167,2024-11-01,HIIT,104,146,12475,147,4.4,3.0,4
LOG-501786,USR-2184,2024-11-01,Walking,19,240,1126,173,4.9,3.1,1
LOG-500860,USR-2003,2024-11-01,Swimming,51,523,3597,70,6.9,3.3,5
LOG-500288,USR-2083,2024-11-02,Walking,60,657,3336,77,7.0,1.3,3
LOG-500253,USR-2024,2024-11-02,Cycling,58,473,15258,164,5.4,3.9,1
LOG-500648,USR-2107,2024-11-02,Cycling,100,439,1012,167,5.9,3.5,2
LOG-500946,USR-2082,2024-11-02,Cycling,51,759,3673,94,4.6,1.6,1
LOG-500947,USR-2047,2024-11-02,Swimming,23,754,5528,126,7.6,0.6,5
LOG-501317,USR-2156,2024-11-02,Running,54,351,16055,89,7.5,3.4,1
LOG-502869,USR-2208,2024-11-02,Running,84,253,10107,125,7.9,1.3,1
LOG-502201,USR-2046,2024-11-02,Yoga,61,576,2635,154,7.5,3.9,3
LOG-503334,USR-2000,2024-11-02,Cycling,95,880,15212,125,6.1,3.3,1
LOG-500383,USR-2063,2024-11-02,Cycling,73,90,8109,162,8.2,2.9,5
LOG-501956,USR-2198,2024-11-02,Cycling,103,249,1835,146,7.9,1.4,4
LOG-501627,USR-2198,2024-11-03,Running,34,598,7949,105,6.2,3.6,4
